"sample","time","biol.rep","Protein","Oxidized_Peptides","Non_Oxidized_Peptides"
"MURI_97",3,"repeat 3","gi|254162271",0,2
"MURI_97",3,"repeat 3","gi|254162272",0,1
"MURI_97",3,"repeat 3","gi|254162274",0,7
"MURI_97",3,"repeat 3","gi|254162276",0,1
"MURI_97",3,"repeat 3","gi|254162277",0,2
"MURI_97",3,"repeat 3","gi|254162278",0,0
"MURI_97",3,"repeat 3","gi|254162279",0,1
"MURI_97",3,"repeat 3","gi|254162280",0,0
"MURI_97",3,"repeat 3","gi|254162287",0,0
"MURI_97",3,"repeat 3","gi|254162288",0,0
"MURI_97",3,"repeat 3","gi|254162290",0,3
"MURI_97",3,"repeat 3","gi|254162292",0,14
"MURI_97",3,"repeat 3","gi|254162293",1,24
"MURI_97",3,"repeat 3","gi|254162294",0,8
"MURI_97",3,"repeat 3","gi|254162295",2,18
"MURI_97",3,"repeat 3","gi|254162296",0,5
"MURI_97",3,"repeat 3","gi|254162297",0,0
"MURI_97",3,"repeat 3","gi|254162298",0,2
"MURI_97",3,"repeat 3","gi|254162299",0,3
"MURI_97",3,"repeat 3","gi|254162300",0,2
"MURI_97",3,"repeat 3","gi|254162302",0,6
"MURI_97",3,"repeat 3","gi|254162303",0,1
"MURI_97",3,"repeat 3","gi|254162304",0,6
"MURI_97",3,"repeat 3","gi|254162305",6,36
"MURI_97",3,"repeat 3","gi|254162306",0,29
"MURI_97",3,"repeat 3","gi|254162308",0,9
"MURI_97",3,"repeat 3","gi|254162309",0,3
"MURI_97",3,"repeat 3","gi|254162310",0,4
"MURI_97",3,"repeat 3","gi|254162312",0,0
"MURI_97",3,"repeat 3","gi|254162313",0,3
"MURI_97",3,"repeat 3","gi|254162314",0,2
"MURI_97",3,"repeat 3","gi|254162315",0,5
"MURI_97",3,"repeat 3","gi|254162317",0,0
"MURI_97",3,"repeat 3","gi|254162318",2,22
"MURI_97",3,"repeat 3","gi|254162319",0,15
"MURI_97",3,"repeat 3","gi|254162320",0,2
"MURI_97",3,"repeat 3","gi|254162321",3,36
"MURI_97",3,"repeat 3","gi|254162323",0,3
"MURI_97",3,"repeat 3","gi|254162324",0,8
"MURI_97",3,"repeat 3","gi|254162325",0,5
"MURI_97",3,"repeat 3","gi|254162327",0,0
"MURI_97",3,"repeat 3","gi|254162328",0,11
"MURI_97",3,"repeat 3","gi|254162329",0,18
"MURI_97",3,"repeat 3","gi|254162330",0,0
"MURI_97",3,"repeat 3","gi|254162332",11,15
"MURI_97",3,"repeat 3","gi|254162334",0,4
"MURI_97",3,"repeat 3","gi|254162335",0,0
"MURI_97",3,"repeat 3","gi|254162337",0,0
"MURI_97",3,"repeat 3","gi|254162338",0,9
"MURI_97",3,"repeat 3","gi|254162339",1,1
"MURI_97",3,"repeat 3","gi|254162340",0,3
"MURI_97",3,"repeat 3","gi|254162348",0,3
"MURI_97",3,"repeat 3","gi|254162349",0,0
"MURI_97",3,"repeat 3","gi|254162350",0,1
"MURI_97",3,"repeat 3","gi|254162351",0,0
"MURI_97",3,"repeat 3","gi|254162352",0,7
"MURI_97",3,"repeat 3","gi|254162355",0,3
"MURI_97",3,"repeat 3","gi|254162359",0,0
"MURI_97",3,"repeat 3","gi|254162361",0,1
"MURI_97",3,"repeat 3","gi|254162365",0,1
"MURI_97",3,"repeat 3","gi|254162367",0,1
"MURI_97",3,"repeat 3","gi|254162371",0,1
"MURI_97",3,"repeat 3","gi|254162372",0,1
"MURI_97",3,"repeat 3","gi|254162373",0,0
"MURI_97",3,"repeat 3","gi|254162374",0,0
"MURI_97",3,"repeat 3","gi|254162381",0,2
"MURI_97",3,"repeat 3","gi|254162382",0,1
"MURI_97",3,"repeat 3","gi|254162384",0,1
"MURI_97",3,"repeat 3","gi|254162385",0,3
"MURI_97",3,"repeat 3","gi|254162388",0,1
"MURI_97",3,"repeat 3","gi|254162389",5,16
"MURI_97",3,"repeat 3","gi|254162391",0,2
"MURI_97",3,"repeat 3","gi|254162394",0,5
"MURI_97",3,"repeat 3","gi|254162395",0,21
"MURI_97",3,"repeat 3","gi|254162397",7,181
"MURI_97",3,"repeat 3","gi|254162398",8,45
"MURI_97",3,"repeat 3","gi|254162399",25,111
"MURI_97",3,"repeat 3","gi|254162400",3,4
"MURI_97",3,"repeat 3","gi|254162401",0,1
"MURI_97",3,"repeat 3","gi|254162403",0,0
"MURI_97",3,"repeat 3","gi|254162404",0,20
"MURI_97",3,"repeat 3","gi|254162405",0,10
"MURI_97",3,"repeat 3","gi|254162406",0,1
"MURI_97",3,"repeat 3","gi|254162407",0,0
"MURI_97",3,"repeat 3","gi|254162408",4,18
"MURI_97",3,"repeat 3","gi|254162409",0,2
"MURI_97",3,"repeat 3","gi|254162411",0,8
"MURI_97",3,"repeat 3","gi|254162412",0,0
"MURI_97",3,"repeat 3","gi|254162414",0,1
"MURI_97",3,"repeat 3","gi|254162415",0,0
"MURI_97",3,"repeat 3","gi|254162417",0,1
"MURI_97",3,"repeat 3","gi|254162418",0,4
"MURI_97",3,"repeat 3","gi|254162431",0,2
"MURI_97",3,"repeat 3","gi|254162432",0,1
"MURI_97",3,"repeat 3","gi|254162434",0,1
"MURI_97",3,"repeat 3","gi|254162437",0,5
"MURI_97",3,"repeat 3","gi|254162438",0,8
"MURI_97",3,"repeat 3","gi|254162439",0,2
"MURI_97",3,"repeat 3","gi|254162441",0,0
"MURI_97",3,"repeat 3","gi|254162445",0,0
"MURI_97",3,"repeat 3","gi|254162446",0,8
"MURI_97",3,"repeat 3","gi|254162447",0,0
"MURI_97",3,"repeat 3","gi|254162450",0,0
"MURI_97",3,"repeat 3","gi|254162451",3,18
"MURI_97",3,"repeat 3","gi|254162452",2,25
"MURI_97",3,"repeat 3","gi|254162453",0,7
"MURI_97",3,"repeat 3","gi|254162454",0,5
"MURI_97",3,"repeat 3","gi|254162455",5,21
"MURI_97",3,"repeat 3","gi|254162461",0,1
"MURI_97",3,"repeat 3","gi|254162465",0,1
"MURI_97",3,"repeat 3","gi|254162466",0,1
"MURI_97",3,"repeat 3","gi|254162467",0,1
"MURI_97",3,"repeat 3","gi|254162468",0,4
"MURI_97",3,"repeat 3","gi|254162469",0,1
"MURI_97",3,"repeat 3","gi|254162470",0,1
"MURI_97",3,"repeat 3","gi|254162472",7,13
"MURI_97",3,"repeat 3","gi|254162473",5,22
"MURI_97",3,"repeat 3","gi|254162474",0,8
"MURI_97",3,"repeat 3","gi|254162475",0,1
"MURI_97",3,"repeat 3","gi|254162476",0,8
"MURI_97",3,"repeat 3","gi|254162478",0,0
"MURI_97",3,"repeat 3","gi|254162481",7,25
"MURI_97",3,"repeat 3","gi|254162482",8,77
"MURI_97",3,"repeat 3","gi|254162483",0,1
"MURI_97",3,"repeat 3","gi|254162484",0,1
"MURI_97",3,"repeat 3","gi|254162485",0,19
"MURI_97",3,"repeat 3","gi|254162486",1,27
"MURI_97",3,"repeat 3","gi|254162487",0,6
"MURI_97",3,"repeat 3","gi|254162488",1,12
"MURI_97",3,"repeat 3","gi|254162489",1,13
"MURI_97",3,"repeat 3","gi|254162490",0,8
"MURI_97",3,"repeat 3","gi|254162491",0,4
"MURI_97",3,"repeat 3","gi|254162492",0,24
"MURI_97",3,"repeat 3","gi|254162493",0,1
"MURI_97",3,"repeat 3","gi|254162494",0,3
"MURI_97",3,"repeat 3","gi|254162495",0,3
"MURI_97",3,"repeat 3","gi|254162496",0,1
"MURI_97",3,"repeat 3","gi|254162497",2,15
"MURI_97",3,"repeat 3","gi|254162498",0,2
"MURI_97",3,"repeat 3","gi|254162499",1,7
"MURI_97",3,"repeat 3","gi|254162500",0,13
"MURI_97",3,"repeat 3","gi|254162501",0,2
"MURI_97",3,"repeat 3","gi|254162502",0,2
"MURI_97",3,"repeat 3","gi|254162503",0,13
"MURI_97",3,"repeat 3","gi|254162504",4,32
"MURI_97",3,"repeat 3","gi|254162505",0,21
"MURI_97",3,"repeat 3","gi|254162506",0,3
"MURI_97",3,"repeat 3","gi|254162507",0,4
"MURI_97",3,"repeat 3","gi|254162510",0,1
"MURI_97",3,"repeat 3","gi|254162515",0,1
"MURI_97",3,"repeat 3","gi|254162521",0,1
"MURI_97",3,"repeat 3","gi|254162525",22,93
"MURI_97",3,"repeat 3","gi|254162526",0,2
"MURI_97",3,"repeat 3","gi|254162527",0,3
"MURI_97",3,"repeat 3","gi|254162528",0,2
"MURI_97",3,"repeat 3","gi|254162531",15,93
"MURI_97",3,"repeat 3","gi|254162534",0,1
"MURI_97",3,"repeat 3","gi|254162536",0,3
"MURI_97",3,"repeat 3","gi|254162539",0,3
"MURI_97",3,"repeat 3","gi|254162540",0,1
"MURI_97",3,"repeat 3","gi|254162541",0,0
"MURI_97",3,"repeat 3","gi|254162542",0,6
"MURI_97",3,"repeat 3","gi|254162543",0,9
"MURI_97",3,"repeat 3","gi|254162544",0,14
"MURI_97",3,"repeat 3","gi|254162546",0,5
"MURI_97",3,"repeat 3","gi|254162547",0,7
"MURI_97",3,"repeat 3","gi|254162548",0,4
"MURI_97",3,"repeat 3","gi|254162549",0,2
"MURI_97",3,"repeat 3","gi|254162550",0,1
"MURI_97",3,"repeat 3","gi|254162551",0,8
"MURI_97",3,"repeat 3","gi|254162554",0,3
"MURI_97",3,"repeat 3","gi|254162555",0,5
"MURI_97",3,"repeat 3","gi|254162556",1,17
"MURI_97",3,"repeat 3","gi|254162557",0,3
"MURI_97",3,"repeat 3","gi|254162559",0,1
"MURI_97",3,"repeat 3","gi|254162560",0,8
"MURI_97",3,"repeat 3","gi|254162563",1,57
"MURI_97",3,"repeat 3","gi|254162564",0,1
"MURI_97",3,"repeat 3","gi|254162565",0,6
"MURI_97",3,"repeat 3","gi|254162566",6,7
"MURI_97",3,"repeat 3","gi|254162567",1,29
"MURI_97",3,"repeat 3","gi|254162569",5,13
"MURI_97",3,"repeat 3","gi|254162570",1,7
"MURI_97",3,"repeat 3","gi|254162571",0,11
"MURI_97",3,"repeat 3","gi|254162573",0,1
"MURI_97",3,"repeat 3","gi|254162576",0,10
"MURI_97",3,"repeat 3","gi|254162577",0,1
"MURI_97",3,"repeat 3","gi|254162578",2,6
"MURI_97",3,"repeat 3","gi|254162579",4,29
"MURI_97",3,"repeat 3","gi|254162580",0,9
"MURI_97",3,"repeat 3","gi|254162582",0,0
"MURI_97",3,"repeat 3","gi|254162583",0,24
"MURI_97",3,"repeat 3","gi|254162584",0,0
"MURI_97",3,"repeat 3","gi|254162586",0,4
"MURI_97",3,"repeat 3","gi|254162587",0,2
"MURI_97",3,"repeat 3","gi|254162588",0,3
"MURI_97",3,"repeat 3","gi|254162589",0,1
"MURI_97",3,"repeat 3","gi|254162590",0,0
"MURI_97",3,"repeat 3","gi|254162598",0,0
"MURI_97",3,"repeat 3","gi|254162599",0,1
"MURI_97",3,"repeat 3","gi|254162601",0,1
"MURI_97",3,"repeat 3","gi|254162602",0,1
"MURI_97",3,"repeat 3","gi|254162605",0,2
"MURI_97",3,"repeat 3","gi|254162606",0,3
"MURI_97",3,"repeat 3","gi|254162607",0,4
"MURI_97",3,"repeat 3","gi|254162609",0,0
"MURI_97",3,"repeat 3","gi|254162616",0,1
"MURI_97",3,"repeat 3","gi|254162620",0,7
"MURI_97",3,"repeat 3","gi|254162621",0,2
"MURI_97",3,"repeat 3","gi|254162623",12,39
"MURI_97",3,"repeat 3","gi|254162624",0,4
"MURI_97",3,"repeat 3","gi|254162626",0,1
"MURI_97",3,"repeat 3","gi|254162627",0,1
"MURI_97",3,"repeat 3","gi|254162628",10,58
"MURI_97",3,"repeat 3","gi|254162629",0,2
"MURI_97",3,"repeat 3","gi|254162630",2,18
"MURI_97",3,"repeat 3","gi|254162631",0,3
"MURI_97",3,"repeat 3","gi|254162632",0,2
"MURI_97",3,"repeat 3","gi|254162635",0,6
"MURI_97",3,"repeat 3","gi|254162639",0,1
"MURI_97",3,"repeat 3","gi|254162640",0,1
"MURI_97",3,"repeat 3","gi|254162644",0,1
"MURI_97",3,"repeat 3","gi|254162648",0,0
"MURI_97",3,"repeat 3","gi|254162651",0,1
"MURI_97",3,"repeat 3","gi|254162664",0,5
"MURI_97",3,"repeat 3","gi|254162673",0,1
"MURI_97",3,"repeat 3","gi|254162674",0,0
"MURI_97",3,"repeat 3","gi|254162675",0,4
"MURI_97",3,"repeat 3","gi|254162676",0,4
"MURI_97",3,"repeat 3","gi|254162677",0,6
"MURI_97",3,"repeat 3","gi|254162678",0,1
"MURI_97",3,"repeat 3","gi|254162681",0,3
"MURI_97",3,"repeat 3","gi|254162682",5,30
"MURI_97",3,"repeat 3","gi|254162683",4,23
"MURI_97",3,"repeat 3","gi|254162684",0,4
"MURI_97",3,"repeat 3","gi|254162688",0,20
"MURI_97",3,"repeat 3","gi|254162689",6,42
"MURI_97",3,"repeat 3","gi|254162690",4,36
"MURI_97",3,"repeat 3","gi|254162691",0,5
"MURI_97",3,"repeat 3","gi|254162694",0,1
"MURI_97",3,"repeat 3","gi|254162697",0,1
"MURI_97",3,"repeat 3","gi|254162699",0,6
"MURI_97",3,"repeat 3","gi|254162703",0,2
"MURI_97",3,"repeat 3","gi|254162705",35,142
"MURI_97",3,"repeat 3","gi|254162706",0,16
"MURI_97",3,"repeat 3","gi|254162707",0,0
"MURI_97",3,"repeat 3","gi|254162708",0,4
"MURI_97",3,"repeat 3","gi|254162710",0,6
"MURI_97",3,"repeat 3","gi|254162711",0,4
"MURI_97",3,"repeat 3","gi|254162712",0,1
"MURI_97",3,"repeat 3","gi|254162713",0,2
"MURI_97",3,"repeat 3","gi|254162716",0,5
"MURI_97",3,"repeat 3","gi|254162717",0,0
"MURI_97",3,"repeat 3","gi|254162718",0,0
"MURI_97",3,"repeat 3","gi|254162719",0,0
"MURI_97",3,"repeat 3","gi|254162720",0,9
"MURI_97",3,"repeat 3","gi|254162721",0,10
"MURI_97",3,"repeat 3","gi|254162730",0,3
"MURI_97",3,"repeat 3","gi|254162733",0,2
"MURI_97",3,"repeat 3","gi|254162735",0,1
"MURI_97",3,"repeat 3","gi|254162736",0,0
"MURI_97",3,"repeat 3","gi|254162737",0,0
"MURI_97",3,"repeat 3","gi|254162739",0,0
"MURI_97",3,"repeat 3","gi|254162741",0,5
"MURI_97",3,"repeat 3","gi|254162742",0,3
"MURI_97",3,"repeat 3","gi|254162743",0,2
"MURI_97",3,"repeat 3","gi|254162744",0,4
"MURI_97",3,"repeat 3","gi|254162745",0,2
"MURI_97",3,"repeat 3","gi|254162746",0,12
"MURI_97",3,"repeat 3","gi|254162747",0,0
"MURI_97",3,"repeat 3","gi|254162749",0,10
"MURI_97",3,"repeat 3","gi|254162750",0,2
"MURI_97",3,"repeat 3","gi|254162755",0,0
"MURI_97",3,"repeat 3","gi|254162756",0,0
"MURI_97",3,"repeat 3","gi|254162757",0,0
"MURI_97",3,"repeat 3","gi|254162762",0,4
"MURI_97",3,"repeat 3","gi|254162764",0,4
"MURI_97",3,"repeat 3","gi|254162765",0,4
"MURI_97",3,"repeat 3","gi|254162766",0,13
"MURI_97",3,"repeat 3","gi|254162775",0,0
"MURI_97",3,"repeat 3","gi|254162782",0,2
"MURI_97",3,"repeat 3","gi|254162786",0,3
"MURI_97",3,"repeat 3","gi|254162790",0,1
"MURI_97",3,"repeat 3","gi|254162791",0,3
"MURI_97",3,"repeat 3","gi|254162796",0,1
"MURI_97",3,"repeat 3","gi|254162799",0,1
"MURI_97",3,"repeat 3","gi|254162801",0,1
"MURI_97",3,"repeat 3","gi|254162802",1,34
"MURI_97",3,"repeat 3","gi|254162803",0,22
"MURI_97",3,"repeat 3","gi|254162804",0,0
"MURI_97",3,"repeat 3","gi|254162805",2,2
"MURI_97",3,"repeat 3","gi|254162806",0,0
"MURI_97",3,"repeat 3","gi|254162807",0,1
"MURI_97",3,"repeat 3","gi|254162810",6,19
"MURI_97",3,"repeat 3","gi|254162812",0,2
"MURI_97",3,"repeat 3","gi|254162813",0,2
"MURI_97",3,"repeat 3","gi|254162815",0,16
"MURI_97",3,"repeat 3","gi|254162817",0,3
"MURI_97",3,"repeat 3","gi|254162818",0,0
"MURI_97",3,"repeat 3","gi|254162819",0,2
"MURI_97",3,"repeat 3","gi|254162820",0,10
"MURI_97",3,"repeat 3","gi|254162821",0,7
"MURI_97",3,"repeat 3","gi|254162822",0,2
"MURI_97",3,"repeat 3","gi|254162824",13,77
"MURI_97",3,"repeat 3","gi|254162825",5,8
"MURI_97",3,"repeat 3","gi|254162826",0,1
"MURI_97",3,"repeat 3","gi|254162827",0,5
"MURI_97",3,"repeat 3","gi|254162829",0,1
"MURI_97",3,"repeat 3","gi|254162833",0,4
"MURI_97",3,"repeat 3","gi|254162835",0,10
"MURI_97",3,"repeat 3","gi|254162836",5,107
"MURI_97",3,"repeat 3","gi|254162837",15,123
"MURI_97",3,"repeat 3","gi|254162838",0,1
"MURI_97",3,"repeat 3","gi|254162841",0,1
"MURI_97",3,"repeat 3","gi|254162845",8,71
"MURI_97",3,"repeat 3","gi|254162846",0,3
"MURI_97",3,"repeat 3","gi|254162847",2,8
"MURI_97",3,"repeat 3","gi|254162848",0,16
"MURI_97",3,"repeat 3","gi|254162852",12,43
"MURI_97",3,"repeat 3","gi|254162856",0,4
"MURI_97",3,"repeat 3","gi|254162857",2,10
"MURI_97",3,"repeat 3","gi|254162858",0,7
"MURI_97",3,"repeat 3","gi|254162859",0,0
"MURI_97",3,"repeat 3","gi|254162861",0,1
"MURI_97",3,"repeat 3","gi|254162863",0,0
"MURI_97",3,"repeat 3","gi|254162864",0,9
"MURI_97",3,"repeat 3","gi|254162865",0,1
"MURI_97",3,"repeat 3","gi|254162866",0,2
"MURI_97",3,"repeat 3","gi|254162868",0,0
"MURI_97",3,"repeat 3","gi|254162869",0,6
"MURI_97",3,"repeat 3","gi|254162870",1,1
"MURI_97",3,"repeat 3","gi|254162871",0,2
"MURI_97",3,"repeat 3","gi|254162872",1,2
"MURI_97",3,"repeat 3","gi|254162873",0,0
"MURI_97",3,"repeat 3","gi|254162875",0,5
"MURI_97",3,"repeat 3","gi|254162878",0,1
"MURI_97",3,"repeat 3","gi|254162879",0,20
"MURI_97",3,"repeat 3","gi|254162881",0,1
"MURI_97",3,"repeat 3","gi|254162887",0,2
"MURI_97",3,"repeat 3","gi|254162888",0,1
"MURI_97",3,"repeat 3","gi|254162893",0,4
"MURI_97",3,"repeat 3","gi|254162894",0,8
"MURI_97",3,"repeat 3","gi|254162895",0,6
"MURI_97",3,"repeat 3","gi|254162896",0,7
"MURI_97",3,"repeat 3","gi|254162897",0,6
"MURI_97",3,"repeat 3","gi|254162898",0,1
"MURI_97",3,"repeat 3","gi|254162900",1,0
"MURI_97",3,"repeat 3","gi|254162904",0,0
"MURI_97",3,"repeat 3","gi|254162905",0,21
"MURI_97",3,"repeat 3","gi|254162906",0,0
"MURI_97",3,"repeat 3","gi|254162908",0,1
"MURI_97",3,"repeat 3","gi|254162916",0,2
"MURI_97",3,"repeat 3","gi|254162920",0,0
"MURI_97",3,"repeat 3","gi|254162922",0,8
"MURI_97",3,"repeat 3","gi|254162923",0,0
"MURI_97",3,"repeat 3","gi|254162924",0,1
"MURI_97",3,"repeat 3","gi|254162927",0,3
"MURI_97",3,"repeat 3","gi|254162929",0,1
"MURI_97",3,"repeat 3","gi|254162932",0,0
"MURI_97",3,"repeat 3","gi|254162938",0,1
"MURI_97",3,"repeat 3","gi|254162942",0,8
"MURI_97",3,"repeat 3","gi|254162943",0,5
"MURI_97",3,"repeat 3","gi|254162951",0,1
"MURI_97",3,"repeat 3","gi|254162953",0,0
"MURI_97",3,"repeat 3","gi|254162954",0,0
"MURI_97",3,"repeat 3","gi|254162955",0,1
"MURI_97",3,"repeat 3","gi|254162956",0,1
"MURI_97",3,"repeat 3","gi|254162957",0,5
"MURI_97",3,"repeat 3","gi|254162958",0,6
"MURI_97",3,"repeat 3","gi|254162960",0,1
"MURI_97",3,"repeat 3","gi|254162961",0,5
"MURI_97",3,"repeat 3","gi|254162962",0,0
"MURI_97",3,"repeat 3","gi|254162965",0,4
"MURI_97",3,"repeat 3","gi|254162966",0,3
"MURI_97",3,"repeat 3","gi|254162967",0,0
"MURI_97",3,"repeat 3","gi|254162968",0,10
"MURI_97",3,"repeat 3","gi|254162970",0,0
"MURI_97",3,"repeat 3","gi|254162974",0,1
"MURI_97",3,"repeat 3","gi|254162975",0,0
"MURI_97",3,"repeat 3","gi|254162977",0,3
"MURI_97",3,"repeat 3","gi|254162978",0,3
"MURI_97",3,"repeat 3","gi|254162979",0,5
"MURI_97",3,"repeat 3","gi|254162980",0,1
"MURI_97",3,"repeat 3","gi|254162981",0,0
"MURI_97",3,"repeat 3","gi|254162982",0,1
"MURI_97",3,"repeat 3","gi|254162983",0,6
"MURI_97",3,"repeat 3","gi|254162984",0,24
"MURI_97",3,"repeat 3","gi|254162985",0,1
"MURI_97",3,"repeat 3","gi|254162986",0,2
"MURI_97",3,"repeat 3","gi|254162987",0,1
"MURI_97",3,"repeat 3","gi|254162990",0,3
"MURI_97",3,"repeat 3","gi|254162991",0,1
"MURI_97",3,"repeat 3","gi|254162994",0,2
"MURI_97",3,"repeat 3","gi|254162998",0,1
"MURI_97",3,"repeat 3","gi|254162999",0,5
"MURI_97",3,"repeat 3","gi|254163000",0,11
"MURI_97",3,"repeat 3","gi|254163001",4,8
"MURI_97",3,"repeat 3","gi|254163002",0,3
"MURI_97",3,"repeat 3","gi|254163003",0,0
"MURI_97",3,"repeat 3","gi|254163005",0,1
"MURI_97",3,"repeat 3","gi|254163007",0,2
"MURI_97",3,"repeat 3","gi|254163010",0,1
"MURI_97",3,"repeat 3","gi|254163011",0,1
"MURI_97",3,"repeat 3","gi|254163012",0,1
"MURI_97",3,"repeat 3","gi|254163013",0,4
"MURI_97",3,"repeat 3","gi|254163014",4,21
"MURI_97",3,"repeat 3","gi|254163015",0,0
"MURI_97",3,"repeat 3","gi|254163016",0,0
"MURI_97",3,"repeat 3","gi|254163017",0,0
"MURI_97",3,"repeat 3","gi|254163019",0,1
"MURI_97",3,"repeat 3","gi|254163021",0,2
"MURI_97",3,"repeat 3","gi|254163027",0,2
"MURI_97",3,"repeat 3","gi|254163028",0,1
"MURI_97",3,"repeat 3","gi|254163030",0,4
"MURI_97",3,"repeat 3","gi|254163033",0,2
"MURI_97",3,"repeat 3","gi|254163035",0,2
"MURI_97",3,"repeat 3","gi|254163038",0,0
"MURI_97",3,"repeat 3","gi|254163040",0,5
"MURI_97",3,"repeat 3","gi|254163044",0,0
"MURI_97",3,"repeat 3","gi|254163048",0,3
"MURI_97",3,"repeat 3","gi|254163051",0,3
"MURI_97",3,"repeat 3","gi|254163054",0,1
"MURI_97",3,"repeat 3","gi|254163058",0,1
"MURI_97",3,"repeat 3","gi|254163061",0,1
"MURI_97",3,"repeat 3","gi|254163065",0,2
"MURI_97",3,"repeat 3","gi|254163067",0,1
"MURI_97",3,"repeat 3","gi|254163070",0,1
"MURI_97",3,"repeat 3","gi|254163073",0,0
"MURI_97",3,"repeat 3","gi|254163082",0,2
"MURI_97",3,"repeat 3","gi|254163084",0,2
"MURI_97",3,"repeat 3","gi|254163087",0,1
"MURI_97",3,"repeat 3","gi|254163090",0,14
"MURI_97",3,"repeat 3","gi|254163091",0,21
"MURI_97",3,"repeat 3","gi|254163093",0,0
"MURI_97",3,"repeat 3","gi|254163094",0,6
"MURI_97",3,"repeat 3","gi|254163100",0,1
"MURI_97",3,"repeat 3","gi|254163101",0,0
"MURI_97",3,"repeat 3","gi|254163104",0,4
"MURI_97",3,"repeat 3","gi|254163105",0,0
"MURI_97",3,"repeat 3","gi|254163106",1,43
"MURI_97",3,"repeat 3","gi|254163107",0,1
"MURI_97",3,"repeat 3","gi|254163108",13,46
"MURI_97",3,"repeat 3","gi|254163109",0,13
"MURI_97",3,"repeat 3","gi|254163110",0,8
"MURI_97",3,"repeat 3","gi|254163111",3,5
"MURI_97",3,"repeat 3","gi|254163112",3,82
"MURI_97",3,"repeat 3","gi|254163113",1,18
"MURI_97",3,"repeat 3","gi|254163115",5,34
"MURI_97",3,"repeat 3","gi|254163117",0,5
"MURI_97",3,"repeat 3","gi|254163118",0,21
"MURI_97",3,"repeat 3","gi|254163119",0,2
"MURI_97",3,"repeat 3","gi|254163120",6,35
"MURI_97",3,"repeat 3","gi|254163121",0,2
"MURI_97",3,"repeat 3","gi|254163122",0,2
"MURI_97",3,"repeat 3","gi|254163123",0,0
"MURI_97",3,"repeat 3","gi|254163124",0,4
"MURI_97",3,"repeat 3","gi|254163125",0,2
"MURI_97",3,"repeat 3","gi|254163127",0,9
"MURI_97",3,"repeat 3","gi|254163128",0,2
"MURI_97",3,"repeat 3","gi|254163129",0,4
"MURI_97",3,"repeat 3","gi|254163131",2,17
"MURI_97",3,"repeat 3","gi|254163132",0,1
"MURI_97",3,"repeat 3","gi|254163133",0,0
"MURI_97",3,"repeat 3","gi|254163134",1,8
"MURI_97",3,"repeat 3","gi|254163135",10,14
"MURI_97",3,"repeat 3","gi|254163136",0,0
"MURI_97",3,"repeat 3","gi|254163137",0,2
"MURI_97",3,"repeat 3","gi|254163139",0,8
"MURI_97",3,"repeat 3","gi|254163140",0,7
"MURI_97",3,"repeat 3","gi|254163141",0,1
"MURI_97",3,"repeat 3","gi|254163142",0,1
"MURI_97",3,"repeat 3","gi|254163143",0,7
"MURI_97",3,"repeat 3","gi|254163144",0,6
"MURI_97",3,"repeat 3","gi|254163145",0,1
"MURI_97",3,"repeat 3","gi|254163146",0,5
"MURI_97",3,"repeat 3","gi|254163147",0,2
"MURI_97",3,"repeat 3","gi|254163148",0,3
"MURI_97",3,"repeat 3","gi|254163149",0,1
"MURI_97",3,"repeat 3","gi|254163151",0,7
"MURI_97",3,"repeat 3","gi|254163152",0,6
"MURI_97",3,"repeat 3","gi|254163154",13,110
"MURI_97",3,"repeat 3","gi|254163155",3,46
"MURI_97",3,"repeat 3","gi|254163157",0,0
"MURI_97",3,"repeat 3","gi|254163162",0,1
"MURI_97",3,"repeat 3","gi|254163163",0,10
"MURI_97",3,"repeat 3","gi|254163165",0,4
"MURI_97",3,"repeat 3","gi|254163166",2,12
"MURI_97",3,"repeat 3","gi|254163167",4,16
"MURI_97",3,"repeat 3","gi|254163168",0,7
"MURI_97",3,"repeat 3","gi|254163169",0,2
"MURI_97",3,"repeat 3","gi|254163170",5,6
"MURI_97",3,"repeat 3","gi|254163171",0,5
"MURI_97",3,"repeat 3","gi|254163172",0,8
"MURI_97",3,"repeat 3","gi|254163173",3,79
"MURI_97",3,"repeat 3","gi|254163174",0,4
"MURI_97",3,"repeat 3","gi|254163178",0,0
"MURI_97",3,"repeat 3","gi|254163181",0,9
"MURI_97",3,"repeat 3","gi|254163182",0,0
"MURI_97",3,"repeat 3","gi|254163183",0,7
"MURI_97",3,"repeat 3","gi|254163184",0,3
"MURI_97",3,"repeat 3","gi|254163186",0,2
"MURI_97",3,"repeat 3","gi|254163187",12,5
"MURI_97",3,"repeat 3","gi|254163189",0,4
"MURI_97",3,"repeat 3","gi|254163190",0,10
"MURI_97",3,"repeat 3","gi|254163191",0,25
"MURI_97",3,"repeat 3","gi|254163194",0,1
"MURI_97",3,"repeat 3","gi|254163195",0,1
"MURI_97",3,"repeat 3","gi|254163196",0,11
"MURI_97",3,"repeat 3","gi|254163197",0,1
"MURI_97",3,"repeat 3","gi|254163199",0,1
"MURI_97",3,"repeat 3","gi|254163203",0,4
"MURI_97",3,"repeat 3","gi|254163207",0,11
"MURI_97",3,"repeat 3","gi|254163209",0,7
"MURI_97",3,"repeat 3","gi|254163210",0,5
"MURI_97",3,"repeat 3","gi|254163211",0,4
"MURI_97",3,"repeat 3","gi|254163214",0,10
