"sample","time","biol.rep","Protein","Oxidized_Peptides","Non_Oxidized_Peptides"
"MURI_97",3,"repeat 3","gi|254163215",0,19
"MURI_97",3,"repeat 3","gi|254163216",0,10
"MURI_97",3,"repeat 3","gi|254163217",0,0
"MURI_97",3,"repeat 3","gi|254163220",0,2
"MURI_97",3,"repeat 3","gi|254163221",0,1
"MURI_97",3,"repeat 3","gi|254163222",0,0
"MURI_97",3,"repeat 3","gi|254163223",1,85
"MURI_97",3,"repeat 3","gi|254163224",1,111
"MURI_97",3,"repeat 3","gi|254163225",11,76
"MURI_97",3,"repeat 3","gi|254163226",0,21
"MURI_97",3,"repeat 3","gi|254163227",0,0
"MURI_97",3,"repeat 3","gi|254163228",0,0
"MURI_97",3,"repeat 3","gi|254163229",0,11
"MURI_97",3,"repeat 3","gi|254163230",5,24
"MURI_97",3,"repeat 3","gi|254163231",65,236
"MURI_97",3,"repeat 3","gi|254163232",0,14
"MURI_97",3,"repeat 3","gi|254163233",11,53
"MURI_97",3,"repeat 3","gi|254163234",16,20
"MURI_97",3,"repeat 3","gi|254163235",4,18
"MURI_97",3,"repeat 3","gi|254163236",19,94
"MURI_97",3,"repeat 3","gi|254163237",0,6
"MURI_97",3,"repeat 3","gi|254163238",6,28
"MURI_97",3,"repeat 3","gi|254163239",0,17
"MURI_97",3,"repeat 3","gi|254163240",6,24
"MURI_97",3,"repeat 3","gi|254163241",22,24
"MURI_97",3,"repeat 3","gi|254163242",5,75
"MURI_97",3,"repeat 3","gi|254163243",0,12
"MURI_97",3,"repeat 3","gi|254163244",1,57
"MURI_97",3,"repeat 3","gi|254163245",22,39
"MURI_97",3,"repeat 3","gi|254163246",0,3
"MURI_97",3,"repeat 3","gi|254163247",9,31
"MURI_97",3,"repeat 3","gi|254163248",0,17
"MURI_97",3,"repeat 3","gi|254163249",0,13
"MURI_97",3,"repeat 3","gi|254163251",0,1
"MURI_97",3,"repeat 3","gi|254163261",0,1
"MURI_97",3,"repeat 3","gi|254163264",0,0
"MURI_97",3,"repeat 3","gi|254163268",62,226
"MURI_97",3,"repeat 3","gi|254163269",17,95
"MURI_97",3,"repeat 3","gi|254163270",0,16
"MURI_97",3,"repeat 3","gi|254163271",0,0
"MURI_97",3,"repeat 3","gi|254163272",0,2
"MURI_97",3,"repeat 3","gi|254163274",0,2
"MURI_97",3,"repeat 3","gi|254163275",0,17
"MURI_97",3,"repeat 3","gi|254163276",0,7
"MURI_97",3,"repeat 3","gi|254163277",2,15
"MURI_97",3,"repeat 3","gi|254163278",0,1
"MURI_97",3,"repeat 3","gi|254163280",0,3
"MURI_97",3,"repeat 3","gi|254163281",0,12
"MURI_97",3,"repeat 3","gi|254163283",0,1
"MURI_97",3,"repeat 3","gi|254163284",0,2
"MURI_97",3,"repeat 3","gi|254163285",0,14
"MURI_97",3,"repeat 3","gi|254163286",0,0
"MURI_97",3,"repeat 3","gi|254163287",10,17
"MURI_97",3,"repeat 3","gi|254163288",0,5
"MURI_97",3,"repeat 3","gi|254163291",0,7
"MURI_97",3,"repeat 3","gi|254163296",0,9
"MURI_97",3,"repeat 3","gi|254163308",0,1
"MURI_97",3,"repeat 3","gi|254163312",4,22
"MURI_97",3,"repeat 3","gi|254163313",1,2
"MURI_97",3,"repeat 3","gi|254163314",0,8
"MURI_97",3,"repeat 3","gi|254163315",0,1
"MURI_97",3,"repeat 3","gi|254163316",0,4
"MURI_97",3,"repeat 3","gi|254163317",2,8
"MURI_97",3,"repeat 3","gi|254163318",2,8
"MURI_97",3,"repeat 3","gi|254163323",0,2
"MURI_97",3,"repeat 3","gi|254163324",0,23
"MURI_97",3,"repeat 3","gi|254163325",1,4
"MURI_97",3,"repeat 3","gi|254163326",0,3
"MURI_97",3,"repeat 3","gi|254163327",0,0
"MURI_97",3,"repeat 3","gi|254163328",0,1
"MURI_97",3,"repeat 3","gi|254163329",2,5
"MURI_97",3,"repeat 3","gi|254163330",0,1
"MURI_97",3,"repeat 3","gi|254163331",0,7
"MURI_97",3,"repeat 3","gi|254163333",2,5
"MURI_97",3,"repeat 3","gi|254163335",0,11
"MURI_97",3,"repeat 3","gi|254163336",0,1
"MURI_97",3,"repeat 3","gi|254163340",0,5
"MURI_97",3,"repeat 3","gi|254163342",0,4
"MURI_97",3,"repeat 3","gi|254163343",0,1
"MURI_97",3,"repeat 3","gi|254163344",2,37
"MURI_97",3,"repeat 3","gi|254163345",7,66
"MURI_97",3,"repeat 3","gi|254163346",0,1
"MURI_97",3,"repeat 3","gi|254163348",0,1
"MURI_97",3,"repeat 3","gi|254163350",0,0
"MURI_97",3,"repeat 3","gi|254163352",0,1
"MURI_97",3,"repeat 3","gi|254163353",0,1
"MURI_97",3,"repeat 3","gi|254163355",0,2
"MURI_97",3,"repeat 3","gi|254163356",0,5
"MURI_97",3,"repeat 3","gi|254163357",0,3
"MURI_97",3,"repeat 3","gi|254163358",0,0
"MURI_97",3,"repeat 3","gi|254163360",21,95
"MURI_97",3,"repeat 3","gi|254163364",0,2
"MURI_97",3,"repeat 3","gi|254163365",0,1
"MURI_97",3,"repeat 3","gi|254163366",0,0
"MURI_97",3,"repeat 3","gi|254163371",0,1
"MURI_97",3,"repeat 3","gi|254163372",0,0
"MURI_97",3,"repeat 3","gi|254163373",0,3
"MURI_97",3,"repeat 3","gi|254163377",0,7
"MURI_97",3,"repeat 3","gi|254163378",0,3
"MURI_97",3,"repeat 3","gi|254163379",0,1
"MURI_97",3,"repeat 3","gi|254163382",1,42
"MURI_97",3,"repeat 3","gi|254163383",0,0
"MURI_97",3,"repeat 3","gi|254163384",8,80
"MURI_97",3,"repeat 3","gi|254163385",0,2
"MURI_97",3,"repeat 3","gi|254163386",0,3
"MURI_97",3,"repeat 3","gi|254163387",0,5
"MURI_97",3,"repeat 3","gi|254163388",0,15
"MURI_97",3,"repeat 3","gi|254163389",0,0
"MURI_97",3,"repeat 3","gi|254163393",0,7
"MURI_97",3,"repeat 3","gi|254163394",0,0
"MURI_97",3,"repeat 3","gi|254163396",0,2
"MURI_97",3,"repeat 3","gi|254163400",0,1
"MURI_97",3,"repeat 3","gi|254163405",0,1
"MURI_97",3,"repeat 3","gi|254163412",0,0
"MURI_97",3,"repeat 3","gi|254163415",0,0
"MURI_97",3,"repeat 3","gi|254163416",0,6
"MURI_97",3,"repeat 3","gi|254163418",1,23
"MURI_97",3,"repeat 3","gi|254163420",0,1
"MURI_97",3,"repeat 3","gi|254163421",6,20
"MURI_97",3,"repeat 3","gi|254163422",0,3
"MURI_97",3,"repeat 3","gi|254163423",0,21
"MURI_97",3,"repeat 3","gi|254163426",0,1
"MURI_97",3,"repeat 3","gi|254163427",0,2
"MURI_97",3,"repeat 3","gi|254163430",0,0
"MURI_97",3,"repeat 3","gi|254163435",0,3
"MURI_97",3,"repeat 3","gi|254163441",0,1
"MURI_97",3,"repeat 3","gi|254163442",0,1
"MURI_97",3,"repeat 3","gi|254163443",0,0
"MURI_97",3,"repeat 3","gi|254163444",0,0
"MURI_97",3,"repeat 3","gi|254163445",0,4
"MURI_97",3,"repeat 3","gi|254163446",0,1
"MURI_97",3,"repeat 3","gi|254163447",0,1
"MURI_97",3,"repeat 3","gi|254163448",0,0
"MURI_97",3,"repeat 3","gi|254163449",0,4
"MURI_97",3,"repeat 3","gi|254163450",0,0
"MURI_97",3,"repeat 3","gi|254163451",0,5
"MURI_97",3,"repeat 3","gi|254163452",0,2
"MURI_97",3,"repeat 3","gi|254163453",0,2
"MURI_97",3,"repeat 3","gi|254163454",0,7
"MURI_97",3,"repeat 3","gi|254163455",0,2
"MURI_97",3,"repeat 3","gi|254163457",0,1
"MURI_97",3,"repeat 3","gi|254163459",0,6
"MURI_97",3,"repeat 3","gi|254163463",0,2
"MURI_97",3,"repeat 3","gi|254163464",1,18
"MURI_97",3,"repeat 3","gi|254163465",0,10
"MURI_97",3,"repeat 3","gi|254163467",0,1
"MURI_97",3,"repeat 3","gi|254163468",29,79
"MURI_97",3,"repeat 3","gi|254163474",0,9
"MURI_97",3,"repeat 3","gi|254163475",0,2
"MURI_97",3,"repeat 3","gi|254163476",5,9
"MURI_97",3,"repeat 3","gi|254163477",2,11
"MURI_97",3,"repeat 3","gi|254163479",4,36
"MURI_97",3,"repeat 3","gi|254163483",4,28
"MURI_97",3,"repeat 3","gi|254163484",0,5
"MURI_97",3,"repeat 3","gi|254163491",0,1
"MURI_97",3,"repeat 3","gi|254163495",0,1
"MURI_97",3,"repeat 3","gi|254163496",0,6
"MURI_97",3,"repeat 3","gi|254163498",0,3
"MURI_97",3,"repeat 3","gi|254163503",0,0
"MURI_97",3,"repeat 3","gi|254163517",0,1
"MURI_97",3,"repeat 3","gi|254163518",0,2
"MURI_97",3,"repeat 3","gi|254163519",0,0
"MURI_97",3,"repeat 3","gi|254163520",0,3
"MURI_97",3,"repeat 3","gi|254163526",0,5
"MURI_97",3,"repeat 3","gi|254163527",0,4
"MURI_97",3,"repeat 3","gi|254163528",0,2
"MURI_97",3,"repeat 3","gi|254163529",0,0
"MURI_97",3,"repeat 3","gi|254163530",0,1
"MURI_97",3,"repeat 3","gi|254163535",0,1
"MURI_97",3,"repeat 3","gi|254163536",0,2
"MURI_97",3,"repeat 3","gi|254163537",0,8
"MURI_97",3,"repeat 3","gi|254163538",0,4
"MURI_97",3,"repeat 3","gi|254163539",7,40
"MURI_97",3,"repeat 3","gi|254163540",0,2
"MURI_97",3,"repeat 3","gi|254163541",0,17
"MURI_97",3,"repeat 3","gi|254163542",4,46
"MURI_97",3,"repeat 3","gi|254163543",0,1
"MURI_97",3,"repeat 3","gi|254163544",0,2
"MURI_97",3,"repeat 3","gi|254163545",0,1
"MURI_97",3,"repeat 3","gi|254163546",0,4
"MURI_97",3,"repeat 3","gi|254163547",0,6
"MURI_97",3,"repeat 3","gi|254163548",0,10
"MURI_97",3,"repeat 3","gi|254163549",0,1
"MURI_97",3,"repeat 3","gi|254163550",0,0
"MURI_97",3,"repeat 3","gi|254163558",0,2
"MURI_97",3,"repeat 3","gi|254163559",0,2
"MURI_97",3,"repeat 3","gi|254163560",0,3
"MURI_97",3,"repeat 3","gi|254163561",0,3
"MURI_97",3,"repeat 3","gi|254163562",0,0
"MURI_97",3,"repeat 3","gi|254163563",0,2
"MURI_97",3,"repeat 3","gi|254163564",0,0
"MURI_97",3,"repeat 3","gi|254163565",0,13
"MURI_97",3,"repeat 3","gi|254163566",0,1
"MURI_97",3,"repeat 3","gi|254163567",1,10
"MURI_97",3,"repeat 3","gi|254163568",0,5
"MURI_97",3,"repeat 3","gi|254163569",0,0
"MURI_97",3,"repeat 3","gi|254163570",3,0
"MURI_97",3,"repeat 3","gi|254163571",0,3
"MURI_97",3,"repeat 3","gi|254163572",2,6
"MURI_97",3,"repeat 3","gi|254163573",0,1
"MURI_97",3,"repeat 3","gi|254163575",0,1
"MURI_97",3,"repeat 3","gi|254163576",0,3
"MURI_97",3,"repeat 3","gi|254163577",3,21
"MURI_97",3,"repeat 3","gi|254163578",0,2
"MURI_97",3,"repeat 3","gi|254163579",0,0
"MURI_97",3,"repeat 3","gi|254163580",0,0
"MURI_97",3,"repeat 3","gi|254163582",0,4
"MURI_97",3,"repeat 3","gi|254163583",0,1
"MURI_97",3,"repeat 3","gi|254163584",0,3
"MURI_97",3,"repeat 3","gi|254163588",0,2
"MURI_97",3,"repeat 3","gi|254163600",0,1
"MURI_97",3,"repeat 3","gi|254163603",0,1
"MURI_97",3,"repeat 3","gi|254163604",0,1
"MURI_97",3,"repeat 3","gi|254163609",0,1
"MURI_97",3,"repeat 3","gi|254163613",2,12
"MURI_97",3,"repeat 3","gi|254163616",0,0
"MURI_97",3,"repeat 3","gi|254163621",0,1
"MURI_97",3,"repeat 3","gi|254163623",0,3
"MURI_97",3,"repeat 3","gi|254163624",4,18
"MURI_97",3,"repeat 3","gi|254163631",0,1
"MURI_97",3,"repeat 3","gi|254163637",0,0
"MURI_97",3,"repeat 3","gi|254163638",0,5
"MURI_97",3,"repeat 3","gi|254163640",0,2
"MURI_97",3,"repeat 3","gi|254163648",0,6
"MURI_97",3,"repeat 3","gi|254163650",6,37
"MURI_97",3,"repeat 3","gi|254163651",0,1
"MURI_97",3,"repeat 3","gi|254163652",0,0
"MURI_97",3,"repeat 3","gi|254163653",0,6
"MURI_97",3,"repeat 3","gi|254163655",0,2
"MURI_97",3,"repeat 3","gi|254163657",0,34
"MURI_97",3,"repeat 3","gi|254163658",0,6
"MURI_97",3,"repeat 3","gi|254163660",0,1
"MURI_97",3,"repeat 3","gi|254163665",0,4
"MURI_97",3,"repeat 3","gi|254163666",0,2
"MURI_97",3,"repeat 3","gi|254163667",0,0
"MURI_97",3,"repeat 3","gi|254163673",0,2
"MURI_97",3,"repeat 3","gi|254163676",0,4
"MURI_97",3,"repeat 3","gi|254163677",0,2
"MURI_97",3,"repeat 3","gi|254163680",0,5
"MURI_97",3,"repeat 3","gi|254163681",2,47
"MURI_97",3,"repeat 3","gi|254163682",0,15
"MURI_97",3,"repeat 3","gi|254163683",1,13
"MURI_97",3,"repeat 3","gi|254163684",21,138
"MURI_97",3,"repeat 3","gi|254163685",1,27
"MURI_97",3,"repeat 3","gi|254163686",27,94
"MURI_97",3,"repeat 3","gi|254163687",0,11
"MURI_97",3,"repeat 3","gi|254163688",0,86
"MURI_97",3,"repeat 3","gi|254163689",0,2
"MURI_97",3,"repeat 3","gi|254163690",0,2
"MURI_97",3,"repeat 3","gi|254163692",1,4
"MURI_97",3,"repeat 3","gi|254163693",0,0
"MURI_97",3,"repeat 3","gi|254163694",0,0
"MURI_97",3,"repeat 3","gi|254163695",5,19
"MURI_97",3,"repeat 3","gi|254163697",0,2
"MURI_97",3,"repeat 3","gi|254163701",0,5
"MURI_97",3,"repeat 3","gi|254163702",0,11
"MURI_97",3,"repeat 3","gi|254163703",0,0
"MURI_97",3,"repeat 3","gi|254163704",12,35
"MURI_97",3,"repeat 3","gi|254163705",3,9
"MURI_97",3,"repeat 3","gi|254163708",0,0
"MURI_97",3,"repeat 3","gi|254163709",0,0
"MURI_97",3,"repeat 3","gi|254163710",0,17
"MURI_97",3,"repeat 3","gi|254163713",8,33
"MURI_97",3,"repeat 3","gi|254163714",0,1
"MURI_97",3,"repeat 3","gi|254163715",16,197
"MURI_97",3,"repeat 3","gi|254163716",22,69
"MURI_97",3,"repeat 3","gi|254163717",2,29
"MURI_97",3,"repeat 3","gi|254163719",17,55
"MURI_97",3,"repeat 3","gi|254163720",0,0
"MURI_97",3,"repeat 3","gi|254163723",0,8
"MURI_97",3,"repeat 3","gi|254163724",1,16
"MURI_97",3,"repeat 3","gi|254163725",13,26
"MURI_97",3,"repeat 3","gi|254163727",36,138
"MURI_97",3,"repeat 3","gi|254163729",0,6
"MURI_97",3,"repeat 3","gi|254163730",0,14
"MURI_97",3,"repeat 3","gi|254163731",0,6
"MURI_97",3,"repeat 3","gi|254163732",0,7
"MURI_97",3,"repeat 3","gi|254163733",0,0
"MURI_97",3,"repeat 3","gi|254163735",0,7
"MURI_97",3,"repeat 3","gi|254163737",0,0
"MURI_97",3,"repeat 3","gi|254163739",0,3
"MURI_97",3,"repeat 3","gi|254163742",0,1
"MURI_97",3,"repeat 3","gi|254163743",0,4
"MURI_97",3,"repeat 3","gi|254163744",2,14
"MURI_97",3,"repeat 3","gi|254163745",0,2
"MURI_97",3,"repeat 3","gi|254163746",0,4
"MURI_97",3,"repeat 3","gi|254163747",0,1
"MURI_97",3,"repeat 3","gi|254163748",0,2
"MURI_97",3,"repeat 3","gi|254163750",0,2
"MURI_97",3,"repeat 3","gi|254163751",0,1
"MURI_97",3,"repeat 3","gi|254163752",0,0
"MURI_97",3,"repeat 3","gi|254163753",0,2
"MURI_97",3,"repeat 3","gi|254163754",0,3
"MURI_97",3,"repeat 3","gi|254163755",0,0
"MURI_97",3,"repeat 3","gi|254163756",0,1
"MURI_97",3,"repeat 3","gi|254163758",0,4
"MURI_97",3,"repeat 3","gi|254163760",0,2
"MURI_97",3,"repeat 3","gi|254163766",0,4
"MURI_97",3,"repeat 3","gi|254163767",0,3
"MURI_97",3,"repeat 3","gi|254163771",0,3
"MURI_97",3,"repeat 3","gi|254163773",0,13
"MURI_97",3,"repeat 3","gi|254163774",121,354
"MURI_97",3,"repeat 3","gi|254163783",0,5
"MURI_97",3,"repeat 3","gi|254163784",0,15
"MURI_97",3,"repeat 3","gi|254163787",0,2
"MURI_97",3,"repeat 3","gi|254163791",0,0
"MURI_97",3,"repeat 3","gi|254163792",0,5
"MURI_97",3,"repeat 3","gi|254163793",0,2
"MURI_97",3,"repeat 3","gi|254163794",0,3
"MURI_97",3,"repeat 3","gi|254163795",0,0
"MURI_97",3,"repeat 3","gi|254163796",0,12
"MURI_97",3,"repeat 3","gi|254163800",0,8
"MURI_97",3,"repeat 3","gi|254163801",0,7
"MURI_97",3,"repeat 3","gi|254163802",0,1
"MURI_97",3,"repeat 3","gi|254163803",0,8
"MURI_97",3,"repeat 3","gi|254163804",0,7
"MURI_97",3,"repeat 3","gi|254163805",0,1
"MURI_97",3,"repeat 3","gi|254163807",0,1
"MURI_97",3,"repeat 3","gi|254163808",0,1
"MURI_97",3,"repeat 3","gi|254163809",0,1
"MURI_97",3,"repeat 3","gi|254163810",0,6
"MURI_97",3,"repeat 3","gi|254163811",0,1
"MURI_97",3,"repeat 3","gi|254163812",0,0
"MURI_97",3,"repeat 3","gi|254163813",0,0
"MURI_97",3,"repeat 3","gi|254163815",3,19
"MURI_97",3,"repeat 3","gi|254163816",0,8
"MURI_97",3,"repeat 3","gi|254163817",0,4
"MURI_97",3,"repeat 3","gi|254163818",0,3
"MURI_97",3,"repeat 3","gi|254163819",0,4
"MURI_97",3,"repeat 3","gi|254163820",0,0
"MURI_97",3,"repeat 3","gi|254163821",3,91
"MURI_97",3,"repeat 3","gi|254163822",1,34
"MURI_97",3,"repeat 3","gi|254163824",0,2
"MURI_97",3,"repeat 3","gi|254163835",0,0
"MURI_97",3,"repeat 3","gi|254163836",0,0
"MURI_97",3,"repeat 3","gi|254163837",0,0
"MURI_97",3,"repeat 3","gi|254163838",0,1
"MURI_97",3,"repeat 3","gi|254163841",0,4
"MURI_97",3,"repeat 3","gi|254163842",0,0
"MURI_97",3,"repeat 3","gi|254163843",0,5
"MURI_97",3,"repeat 3","gi|254163844",0,26
"MURI_97",3,"repeat 3","gi|254163845",0,5
"MURI_97",3,"repeat 3","gi|254163859",0,4
"MURI_97",3,"repeat 3","gi|254163861",0,3
"MURI_97",3,"repeat 3","gi|254163862",0,2
"MURI_97",3,"repeat 3","gi|254163863",0,9
"MURI_97",3,"repeat 3","gi|254163864",0,0
"MURI_97",3,"repeat 3","gi|254163866",12,12
"MURI_97",3,"repeat 3","gi|254163867",0,3
"MURI_97",3,"repeat 3","gi|254163869",5,29
"MURI_97",3,"repeat 3","gi|254163870",0,0
"MURI_97",3,"repeat 3","gi|254163872",0,6
"MURI_97",3,"repeat 3","gi|254163873",0,0
"MURI_97",3,"repeat 3","gi|254163874",0,0
"MURI_97",3,"repeat 3","gi|254163875",0,1
"MURI_97",3,"repeat 3","gi|254163876",2,21
"MURI_97",3,"repeat 3","gi|254163878",2,8
"MURI_97",3,"repeat 3","gi|254163879",0,6
"MURI_97",3,"repeat 3","gi|254163881",5,16
"MURI_97",3,"repeat 3","gi|254163882",0,0
"MURI_97",3,"repeat 3","gi|254163883",0,4
"MURI_97",3,"repeat 3","gi|254163884",0,0
"MURI_97",3,"repeat 3","gi|254163885",0,1
"MURI_97",3,"repeat 3","gi|254163886",6,18
"MURI_97",3,"repeat 3","gi|254163889",0,3
"MURI_97",3,"repeat 3","gi|254163890",0,10
"MURI_97",3,"repeat 3","gi|254163891",0,11
"MURI_97",3,"repeat 3","gi|254163892",3,18
"MURI_97",3,"repeat 3","gi|254163893",8,20
"MURI_97",3,"repeat 3","gi|254163896",0,1
"MURI_97",3,"repeat 3","gi|254163899",0,2
"MURI_97",3,"repeat 3","gi|254163904",0,0
"MURI_97",3,"repeat 3","gi|254163905",4,9
"MURI_97",3,"repeat 3","gi|254163906",13,67
"MURI_97",3,"repeat 3","gi|254163907",0,11
"MURI_97",3,"repeat 3","gi|254163908",0,43
"MURI_97",3,"repeat 3","gi|254163909",0,12
"MURI_97",3,"repeat 3","gi|254163910",5,34
"MURI_97",3,"repeat 3","gi|254163911",0,6
"MURI_97",3,"repeat 3","gi|254163912",0,23
"MURI_97",3,"repeat 3","gi|254163913",0,0
"MURI_97",3,"repeat 3","gi|254163915",0,7
"MURI_97",3,"repeat 3","gi|254163916",0,24
"MURI_97",3,"repeat 3","gi|254163917",0,2
"MURI_97",3,"repeat 3","gi|254163918",0,7
"MURI_97",3,"repeat 3","gi|254163920",0,4
"MURI_97",3,"repeat 3","gi|254163921",245,872
"MURI_97",3,"repeat 3","gi|254163922",0,0
"MURI_97",3,"repeat 3","gi|254163923",2,7
"MURI_97",3,"repeat 3","gi|254163924",12,34
"MURI_97",3,"repeat 3","gi|254163925",18,92
"MURI_97",3,"repeat 3","gi|254163926",6,46
"MURI_97",3,"repeat 3","gi|254163927",0,97
"MURI_97",3,"repeat 3","gi|254163928",29,111
"MURI_97",3,"repeat 3","gi|254163929",35,142
"MURI_97",3,"repeat 3","gi|254163936",0,1
"MURI_97",3,"repeat 3","gi|254163937",0,0
"MURI_97",3,"repeat 3","gi|254163938",0,1
"MURI_97",3,"repeat 3","gi|254163939",0,1
"MURI_97",3,"repeat 3","gi|254163940",0,0
"MURI_97",3,"repeat 3","gi|254163941",0,0
"MURI_97",3,"repeat 3","gi|254163942",0,41
"MURI_97",3,"repeat 3","gi|254163947",2,24
"MURI_97",3,"repeat 3","gi|254163948",17,51
"MURI_97",3,"repeat 3","gi|254163949",0,2
"MURI_97",3,"repeat 3","gi|254163950",1,6
"MURI_97",3,"repeat 3","gi|254163951",0,7
"MURI_97",3,"repeat 3","gi|254163952",0,19
"MURI_97",3,"repeat 3","gi|254163953",0,2
"MURI_97",3,"repeat 3","gi|254163954",0,0
"MURI_97",3,"repeat 3","gi|254163955",5,48
"MURI_97",3,"repeat 3","gi|254163957",0,0
"MURI_97",3,"repeat 3","gi|254163958",0,3
"MURI_97",3,"repeat 3","gi|254163960",1,12
"MURI_97",3,"repeat 3","gi|254163961",1,26
"MURI_97",3,"repeat 3","gi|254163968",0,1
"MURI_97",3,"repeat 3","gi|254163969",0,1
"MURI_97",3,"repeat 3","gi|254163970",0,9
"MURI_97",3,"repeat 3","gi|254163971",0,6
"MURI_97",3,"repeat 3","gi|254163972",0,4
"MURI_97",3,"repeat 3","gi|254163973",0,2
"MURI_97",3,"repeat 3","gi|254163975",0,0
"MURI_97",3,"repeat 3","gi|254163977",4,20
"MURI_97",3,"repeat 3","gi|254163979",0,2
"MURI_97",3,"repeat 3","gi|254163981",0,0
"MURI_97",3,"repeat 3","gi|254163982",0,3
"MURI_97",3,"repeat 3","gi|254163985",0,12
"MURI_97",3,"repeat 3","gi|254163987",0,6
"MURI_97",3,"repeat 3","gi|254163988",0,6
"MURI_97",3,"repeat 3","gi|254163989",0,6
"MURI_97",3,"repeat 3","gi|254163990",3,13
"MURI_97",3,"repeat 3","gi|254163993",0,0
"MURI_97",3,"repeat 3","gi|254163994",0,3
"MURI_97",3,"repeat 3","gi|254163995",0,3
"MURI_97",3,"repeat 3","gi|254163999",0,3
"MURI_97",3,"repeat 3","gi|254164000",0,0
"MURI_97",3,"repeat 3","gi|254164004",0,7
"MURI_97",3,"repeat 3","gi|254164007",0,1
"MURI_97",3,"repeat 3","gi|254164009",0,0
"MURI_97",3,"repeat 3","gi|254164012",0,1
"MURI_97",3,"repeat 3","gi|254164013",0,1
"MURI_97",3,"repeat 3","gi|254164017",0,1
"MURI_97",3,"repeat 3","gi|254164021",0,1
"MURI_97",3,"repeat 3","gi|254164024",0,0
"MURI_97",3,"repeat 3","gi|254164026",0,1
"MURI_97",3,"repeat 3","gi|254164027",0,1
"MURI_97",3,"repeat 3","gi|254164040",0,1
"MURI_97",3,"repeat 3","gi|254164041",0,2
"MURI_97",3,"repeat 3","gi|254164042",0,1
"MURI_97",3,"repeat 3","gi|254164045",0,1
"MURI_97",3,"repeat 3","gi|254164056",0,2
"MURI_97",3,"repeat 3","gi|254164062",0,5
"MURI_97",3,"repeat 3","gi|254164067",4,5
"MURI_97",3,"repeat 3","gi|254164068",0,2
"MURI_97",3,"repeat 3","gi|254164069",0,0
"MURI_97",3,"repeat 3","gi|254164070",0,0
"MURI_97",3,"repeat 3","gi|254164071",0,6
"MURI_97",3,"repeat 3","gi|254164072",0,5
"MURI_97",3,"repeat 3","gi|254164074",0,14
"MURI_97",3,"repeat 3","gi|254164075",93,549
"MURI_97",3,"repeat 3","gi|254164076",0,11
"MURI_97",3,"repeat 3","gi|254164077",0,1
"MURI_97",3,"repeat 3","gi|254164078",0,2
"MURI_97",3,"repeat 3","gi|254164079",0,1
"MURI_97",3,"repeat 3","gi|254164081",0,2
"MURI_97",3,"repeat 3","gi|254164083",0,1
"MURI_97",3,"repeat 3","gi|254164087",0,1
"MURI_97",3,"repeat 3","gi|254164088",0,1
"MURI_97",3,"repeat 3","gi|254164089",0,1
"MURI_97",3,"repeat 3","gi|254164090",0,1
"MURI_97",3,"repeat 3","gi|254164091",0,6
"MURI_97",3,"repeat 3","gi|254164092",0,4
"MURI_97",3,"repeat 3","gi|254164093",0,1
"MURI_97",3,"repeat 3","gi|254164094",0,0
"MURI_97",3,"repeat 3","gi|254164095",0,1
"MURI_97",3,"repeat 3","gi|254164097",0,1
"MURI_97",3,"repeat 3","gi|254164098",0,5
"MURI_97",3,"repeat 3","gi|254164099",0,5
"MURI_97",3,"repeat 3","gi|254164100",0,1
"MURI_97",3,"repeat 3","gi|254164101",0,13
"MURI_97",3,"repeat 3","gi|254164102",0,12
"MURI_97",3,"repeat 3","gi|254164103",0,21
"MURI_97",3,"repeat 3","gi|254164104",0,16
"MURI_97",3,"repeat 3","gi|254164106",12,42
"MURI_97",3,"repeat 3","gi|254164107",0,0
"MURI_97",3,"repeat 3","gi|254164108",0,4
"MURI_97",3,"repeat 3","gi|254164109",0,7
"MURI_97",3,"repeat 3","gi|254164115",0,1
"MURI_97",3,"repeat 3","gi|254164119",0,1
"MURI_97",3,"repeat 3","gi|254164120",0,0
"MURI_97",3,"repeat 3","gi|254164121",0,0
"MURI_97",3,"repeat 3","gi|254164129",26,53
"MURI_97",3,"repeat 3","gi|254164131",0,12
"MURI_97",3,"repeat 3","gi|254164132",0,90
"MURI_97",3,"repeat 3","gi|254164134",0,2
"MURI_97",3,"repeat 3","gi|254164136",0,1
"MURI_97",3,"repeat 3","gi|254164140",0,4
"MURI_97",3,"repeat 3","gi|254164141",6,3
"MURI_97",3,"repeat 3","gi|254164142",0,1
"MURI_97",3,"repeat 3","gi|254164145",0,2
"MURI_97",3,"repeat 3","gi|254164147",0,3
"MURI_97",3,"repeat 3","gi|254164148",0,6
"MURI_97",3,"repeat 3","gi|254164151",0,3
"MURI_97",3,"repeat 3","gi|254164152",0,7
"MURI_97",3,"repeat 3","gi|254164153",0,0
"MURI_97",3,"repeat 3","gi|254164154",0,1
"MURI_97",3,"repeat 3","gi|254164155",0,9
"MURI_97",3,"repeat 3","gi|254164158",0,1
"MURI_97",3,"repeat 3","gi|254164160",0,9
"MURI_97",3,"repeat 3","gi|254164161",0,5
"MURI_97",3,"repeat 3","gi|254164162",0,0
"MURI_97",3,"repeat 3","gi|254164163",0,7
"MURI_97",3,"repeat 3","gi|254164165",0,1
"MURI_97",3,"repeat 3","gi|254164168",0,4
"MURI_97",3,"repeat 3","gi|254164169",0,11
"MURI_97",3,"repeat 3","gi|254164170",0,5
